10,40,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,E;E;B;E;E;A;C;F;B;D;C;C;E;B;B;B;C;E;A;B;E;C;A;F;D;D;C;F;B;D;D;D;D;A;F;A;F;A;F;E;F;F;B;D;F;C;A;A;A;C;C;E;B;D,4
11,41,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;B;A;F;E;A;B;F;C;E;D;F;E;F;D;E;A;E;D;C;C;A;B;C;B;E;E;D;C;F;D;A;F;F;E;C;C;B;A;C;D;F;B;D;A;D;B;F;E;C;A;A;B;D,0
12,42,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,F;B;A;C;B;D;B;F;E;A;E;D;F;F;C;E;E;D;F;E;E;B;C;A;F;E;A;B;A;C;C;A;F;D;C;E;B;D;C;D;E;B;B;D;A;D;B;C;A;D;A;F;F;C,0
13,43,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,A;C;D;C;E;F;C;C;E;B;F;F;B;B;B;D;D;D;B;E;F;F;A;A;A;A;F;E;A;E;B;D;E;C;E;C;B;D;A;D;F;E;F;B;A;C;F;E;C;C;D;B;A;D,0
14,44,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;D;C;F;C;D;C;E;B;A;A;E;E;F;B;C;E;E;F;F;B;A;D;B;D;C;E;F;A;F;C;A;F;F;C;A;D;C;D;E;B;B;B;B;A;B;D;A;F;E;A;E;D;D,0
15,45,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,F;F;D;D;D;C;E;D;B;A;C;C;E;C;E;F;E;D;A;B;E;A;F;B;C;F;F;A;E;C;A;E;D;D;F;E;B;A;B;F;A;D;B;A;D;C;B;A;C;B;C;F;B;E,0
16,46,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;B;F;B;B;C;E;F;C;B;E;D;F;C;C;E;A;C;A;D;E;A;A;E;F;A;E;D;C;C;D;E;E;D;F;C;A;F;F;B;F;D;D;A;B;A;B;B;D;D;E;F;C;A,0
17,47,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;A;B;E;C;B;C;B;F;D;F;E;F;F;C;A;F;C;D;C;E;D;D;A;F;A;B;F;C;C;D;A;E;E;B;A;A;D;F;B;B;D;E;F;C;D;E;B;C;E;E;D;A;A,0
18,48,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,E;F;F;A;D;F;D;A;A;E;E;B;E;F;A;A;C;B;C;B;D;D;E;B;C;D;C;C;E;A;C;A;C;A;E;F;D;C;F;D;C;B;E;A;E;B;F;F;B;B;F;B;D;D,0
19,49,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;B;E;C;D;E;F;A;B;E;C;C;B;E;A;A;F;D;A;D;A;D;A;C;E;A;A;D;F;F;D;C;E;D;B;F;D;F;B;F;F;A;B;E;E;B;D;F;B;B;E;C;C;C,0
20,50,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,A;A;F;D;C;B;C;F;D;F;E;F;B;F;B;A;C;E;E;E;D;C;D;F;B;D;B;C;B;E;D;A;A;A;A;C;B;E;B;E;B;F;A;C;D;E;A;F;F;E;C;D;D;C,0
21,51,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,D;D;C;F;E;B;B;F;B;A;C;E;C;F;E;A;E;C;F;F;B;B;B;B;D;B;A;F;F;A;C;A;E;B;A;F;C;E;C;D;D;D;D;A;D;E;A;F;D;C;A;E;C;E,0
22,52,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,E;E;A;F;F;E;C;C;F;F;B;E;D;D;E;B;D;A;D;F;D;D;C;F;D;E;B;E;B;B;C;B;C;A;F;F;A;B;B;A;E;C;C;A;E;F;A;C;B;A;A;D;D;C,0
23,53,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,E;B;B;D;D;D;A;F;F;C;C;C;A;E;B;F;E;A;B;A;E;E;A;F;B;B;D;F;F;A;E;C;E;E;C;D;D;F;B;D;F;C;C;B;D;C;A;E;C;B;A;A;D;F,0
24,54,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;A;B;F;C;B;D;D;E;C;C;A;F;B;D;F;E;B;D;C;A;E;F;F;A;E;C;E;D;B;D;D;A;D;A;F;F;B;A;C;A;C;D;E;B;E;B;C;A;E;F;E;B;F,0
25,55,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,E;A;D;E;F;B;E;F;A;F;E;B;D;B;F;F;B;C;C;E;A;D;E;E;D;C;E;C;B;A;A;D;C;B;D;E;D;D;D;F;C;C;A;C;C;B;F;F;B;A;A;B;A;F,0
26,56,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;E;C;F;A;A;D;D;B;C;C;A;E;C;C;E;C;C;E;D;F;B;D;B;F;F;B;D;D;A;A;E;D;F;C;E;B;B;A;F;B;B;D;A;D;F;F;B;E;F;E;A;A;E,0
27,57,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;D;A;A;D;C;B;C;F;C;A;D;A;F;B;A;A;E;C;B;D;E;E;F;A;F;C;E;C;E;C;A;D;A;E;D;F;D;F;E;C;E;E;F;B;C;B;B;B;B;D;F;F;D,0
28,58,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;C;E;C;D;A;C;E;B;A;D;E;B;A;B;B;B;B;F;C;D;C;C;E;A;A;F;F;D;A;F;F;F;C;A;E;E;F;D;D;E;F;D;A;F;C;E;C;D;B;E;A;B;D,0
29,59,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,D;D;C;B;D;F;B;C;F;C;A;D;D;C;C;E;F;F;C;E;A;B;F;A;D;D;E;B;F;A;E;E;B;B;C;D;C;E;F;A;A;A;A;C;B;A;B;E;D;B;E;E;F;F,0
30,60,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,F;A;F;F;E;D;D;E;C;A;B;A;D;F;B;E;F;C;B;C;C;C;B;A;A;F;E;B;B;E;D;A;E;B;C;F;D;E;E;A;D;E;C;F;B;A;B;D;C;C;D;D;A;F,0
31,61,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;E;B;B;E;C;D;B;F;A;E;D;D;F;F;A;A;C;C;F;E;E;B;C;F;E;F;F;D;C;A;A;A;D;D;A;A;C;E;B;D;C;D;F;E;B;D;B;B;C;A;C;F;E,0
32,62,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;F;E;D;A;E;C;F;E;B;E;F;B;B;F;A;B;E;B;D;D;D;C;A;A;C;B;F;C;F;E;D;D;C;B;A;D;C;A;A;E;C;E;B;C;D;E;B;F;F;A;D;A;F,0
33,63,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,A;C;F;F;A;D;C;F;D;B;E;E;A;E;D;B;F;F;A;A;E;E;B;A;C;B;C;D;F;C;E;C;C;F;E;B;D;B;A;D;D;B;F;C;A;E;D;D;A;F;C;E;B;B,0
34,64,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,E;B;B;A;A;B;E;F;F;F;C;B;F;E;A;E;D;C;E;F;C;C;B;C;A;D;D;A;A;B;B;C;E;F;D;F;A;E;D;B;D;E;B;F;A;D;A;D;D;F;C;C;E;C,2
35,65,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,A;F;C;F;B;B;F;D;D;E;A;C;D;E;A;D;D;D;F;C;A;C;F;E;A;E;A;B;C;E;D;C;E;D;A;C;B;B;B;F;A;F;F;A;F;E;C;E;B;D;B;B;E;C,4
36,66,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,F;A;E;B;F;F;D;D;A;A;C;B;E;B;C;D;C;E;C;B;F;A;E;F;A;A;D;B;D;E;D;D;B;F;C;F;D;A;E;E;C;D;B;F;A;C;F;B;E;A;E;C;B;C,0
37,67,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;F;D;F;D;D;C;D;D;B;E;F;C;A;F;A;B;F;E;A;A;C;C;B;E;C;A;C;D;F;C;F;E;B;E;B;D;B;A;B;E;D;C;E;D;E;A;B;A;B;A;F;F;E,0
38,68,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;E;B;B;D;F;B;A;F;C;C;D;D;F;D;D;B;B;C;E;A;C;E;C;F;A;D;E;D;C;F;A;B;E;E;C;A;C;F;E;C;F;A;F;E;A;A;E;B;B;D;D;A;F,0
39,69,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,F;A;A;E;B;D;A;B;E;E;F;D;A;C;B;A;A;A;F;E;C;C;A;B;B;F;F;D;C;D;A;E;C;B;C;F;C;B;D;F;F;D;E;F;B;C;E;E;E;D;D;B;D;C,0
40,70,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,F;B;E;D;A;F;C;A;B;F;E;E;E;E;A;E;B;E;F;C;B;B;B;D;D;D;A;A;F;D;C;C;A;D;E;B;C;F;B;C;D;B;A;D;D;F;C;A;E;F;A;C;F;C,0
41,71,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;C;C;F;E;F;B;E;C;C;B;A;E;B;F;E;B;D;B;D;F;E;A;D;E;A;D;D;A;E;A;D;B;C;D;D;F;C;F;F;F;D;A;A;B;A;C;F;E;C;B;E;C;A,0
42,72,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;B;A;B;C;A;C;D;B;A;C;A;E;D;D;F;C;E;E;D;B;E;A;E;D;C;F;C;E;B;F;B;C;C;F;B;F;A;D;B;F;A;F;B;E;D;F;A;F;E;A;E;D;D,0
43,73,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,A;A;F;D;D;D;A;D;B;E;E;F;E;C;C;B;F;D;C;C;E;B;F;A;F;C;C;D;B;B;E;E;F;A;B;B;C;A;D;D;A;B;E;F;E;F;C;C;E;B;A;A;F;D,4
44,74,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,E;D;C;A;A;C;F;C;D;D;F;A;B;B;B;F;E;F;C;B;A;A;C;C;B;F;C;B;A;A;D;D;F;D;F;B;D;C;E;B;E;E;E;E;B;E;D;C;A;F;E;A;D;F,0
45,75,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;C;C;A;C;C;D;E;E;A;A;B;B;F;E;D;F;E;A;B;F;F;D;A;B;A;E;D;D;A;D;A;C;F;D;B;B;C;E;F;B;F;C;E;A;C;D;F;B;E;B;F;E;D,0
46,76,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;D;A;D;B;F;B;D;C;E;E;A;B;E;B;E;A;B;B;D;D;E;F;F;C;F;B;E;A;F;E;C;C;F;A;A;D;C;A;A;A;C;D;B;D;F;B;F;F;D;C;C;E;E,2
47,77,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,D;C;F;F;D;E;E;A;B;D;D;C;E;F;D;B;B;F;A;B;E;C;E;B;C;B;A;D;F;A;A;A;C;B;E;C;C;E;A;A;C;D;F;F;E;F;F;D;D;B;C;B;A;E,0
48,78,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;C;A;E;B;C;B;B;C;E;A;A;B;E;A;D;B;E;B;D;D;C;F;B;B;F;F;E;F;F;E;C;A;C;E;F;C;A;A;D;A;C;D;D;A;C;F;F;F;D;E;E;D;D,0
49,79,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;C;D;D;A;E;E;A;C;B;C;B;C;B;B;C;E;E;F;B;E;A;C;D;F;D;E;A;B;D;E;D;A;A;B;D;A;C;F;D;E;F;F;F;A;B;A;D;E;F;F;C;F;B,0
50,80,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;A;B;E;E;F;E;F;A;F;D;B;B;B;B;C;B;D;C;E;F;A;A;C;C;C;D;C;D;A;D;D;E;A;A;F;E;B;D;A;F;F;E;E;F;D;C;A;D;C;F;B;C;E,4
51,81,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;C;D;E;A;D;E;A;C;B;D;A;B;B;B;F;A;E;B;F;E;E;C;B;A;C;E;A;A;D;A;D;B;F;F;B;A;D;F;F;E;C;C;C;D;C;E;B;F;F;D;F;E;D,0
52,82,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,F;B;E;D;B;E;C;F;B;B;B;F;F;C;B;C;B;E;C;F;B;A;A;A;D;C;D;A;C;E;E;E;F;C;A;E;D;E;A;C;F;D;B;A;F;D;E;A;C;D;D;F;D;A,0
53,83,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,D;E;B;B;B;D;C;D;A;D;F;B;C;E;E;A;A;C;C;E;E;F;F;B;A;C;A;F;A;F;F;C;C;E;A;C;E;E;F;A;A;F;F;B;E;B;D;D;C;D;D;B;B;D,0
54,84,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,E;A;E;B;D;D;D;C;A;F;D;C;C;A;D;B;B;C;D;A;D;E;C;C;F;F;A;F;E;B;B;F;F;E;C;E;A;E;C;E;E;A;B;D;C;A;A;B;F;B;B;F;F;D,0
55,85,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;F;B;F;A;A;B;F;E;A;B;D;A;E;A;D;C;B;F;B;F;D;B;A;E;D;F;C;E;F;C;C;E;E;E;C;D;C;C;B;D;E;A;F;E;A;B;A;D;F;C;D;D;B,0
56,86,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,B;A;C;D;E;C;F;D;C;D;A;A;A;F;B;A;D;B;B;D;D;E;B;B;E;F;C;A;E;E;C;A;C;D;B;B;F;F;E;A;D;B;C;F;D;E;E;A;E;C;C;F;F;F,0
57,87,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;D;B;B;D;A;F;E;D;E;A;E;F;F;B;C;F;D;A;D;A;A;E;E;F;F;A;E;C;A;F;A;C;D;B;F;B;E;B;A;C;D;D;E;B;F;B;C;D;B;C;E;C;C,0
58,88,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,A;D;B;C;F;D;A;E;F;B;D;D;C;C;C;B;E;B;C;C;C;B;B;E;F;E;E;A;F;D;B;E;B;F;B;D;E;A;E;A;D;F;C;D;F;C;A;E;A;A;F;A;F;D,0
59,89,cube_3/3/3,A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F,C;B;E;F;A;F;E;E;F;F;F;C;E;D;E;A;C;F;B;B;F;A;E;C;C;B;C;B;A;D;D;B;B;B;F;D;A;C;D;E;C;D;A;D;E;B;A;D;A;F;C;E;D;A,2
