18,168,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,C;D;E;F;B;C;F;B;A;F;F;C;E;A;D;E;B;C;A;B;D;C;D;E;A;E;D;F;C;D;E;C;A;B;F;C;F;B;A;E;C;A;B;D;A;E;D;E;B;F;E;F;B;D;E;A;C;C;B;F;F;C;F;D;D;C;B;F;D;A;A;E;D;E;C;C;A;A;A;A;B;F;A;D;E;D;E;B;B;B;F;C;E;B;F;D,0
19,169,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,A;C;E;D;C;D;E;E;B;A;D;E;E;D;B;B;A;A;A;F;F;B;B;D;E;C;F;D;D;C;F;D;C;D;F;F;A;E;A;E;F;E;A;E;C;C;B;F;E;A;A;B;B;B;E;E;F;D;A;B;C;D;C;E;C;A;F;B;A;D;C;D;A;F;C;D;B;B;C;E;A;B;C;A;F;B;F;D;F;C;F;E;F;B;C;D,0
20,170,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,F;E;D;E;D;F;A;B;A;B;B;B;F;E;B;D;E;A;A;C;F;E;B;B;D;B;F;E;D;C;C;C;F;C;C;B;E;D;A;C;D;C;E;B;A;C;F;C;A;F;B;E;D;F;D;E;F;A;A;A;B;F;D;C;D;A;B;B;D;C;E;B;E;C;D;F;F;A;F;E;A;D;F;D;E;C;D;A;C;E;F;C;B;A;E;A,0
21,171,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,E;C;C;B;D;C;D;E;D;E;C;E;D;E;C;F;A;F;A;B;D;A;B;F;C;A;E;A;A;B;E;C;E;B;A;A;C;F;F;D;B;F;B;B;D;F;B;C;E;B;F;D;A;C;E;E;A;A;B;B;F;E;A;A;F;E;E;E;B;D;D;F;C;D;F;D;D;C;D;B;C;F;F;F;C;A;E;D;A;C;B;F;C;D;A;B,0
22,172,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,B;A;A;E;F;F;B;C;F;F;A;B;E;E;B;D;B;B;C;C;F;C;A;D;E;C;C;F;C;D;D;B;F;C;A;A;A;A;E;D;B;E;F;C;A;B;A;E;D;B;B;F;C;B;D;A;F;B;B;A;F;C;D;A;C;C;E;F;D;A;D;E;E;E;F;D;B;B;F;D;A;C;E;C;D;C;E;F;E;D;D;E;E;F;A;D,0
23,173,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,C;D;F;C;B;F;B;E;F;C;A;B;A;C;F;B;E;B;E;C;D;A;B;D;C;E;F;D;B;B;B;E;A;A;F;B;C;D;C;A;F;F;F;A;F;F;C;A;F;C;F;F;C;A;E;B;C;B;E;A;B;D;A;C;D;E;C;D;E;A;E;A;D;C;D;B;A;E;E;E;F;F;A;D;A;D;C;B;D;D;B;D;D;E;E;E,0
24,174,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,A;A;B;C;E;C;B;E;F;E;C;F;A;C;B;C;E;F;F;A;B;A;D;E;C;D;B;A;F;D;A;F;B;D;A;F;D;E;A;C;B;D;F;D;D;C;A;A;D;C;C;C;F;C;D;D;C;F;B;F;B;E;F;F;D;D;B;D;A;A;C;E;E;E;B;A;B;C;A;B;E;F;D;E;B;F;F;B;D;A;E;E;C;E;B;E,0
25,175,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,F;C;F;B;A;E;A;B;F;B;A;E;C;A;B;E;D;E;A;A;E;D;B;D;B;B;C;F;A;D;C;E;D;D;C;C;C;E;A;E;B;E;F;B;B;C;E;C;A;D;D;E;F;C;F;C;F;D;F;D;A;B;E;B;D;D;C;F;A;B;C;F;A;A;D;E;C;E;A;E;B;F;F;F;B;F;E;A;A;C;D;D;F;B;C;D,0
26,176,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,E;F;F;D;B;D;A;B;B;F;C;B;B;C;D;A;A;D;F;E;E;C;D;A;E;D;B;A;F;D;C;F;B;F;A;A;D;A;D;B;D;A;B;A;D;D;D;E;C;B;E;A;E;E;F;E;E;B;E;C;B;A;C;F;D;E;C;C;F;F;A;A;A;E;C;D;B;C;A;D;C;C;F;E;B;B;E;F;F;F;C;E;C;B;C;F,0
27,177,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,A;C;F;D;C;F;C;A;C;E;F;C;D;F;B;B;F;E;E;F;A;C;A;C;D;A;B;C;E;B;D;D;C;A;E;F;D;F;E;F;F;D;A;D;C;B;A;B;E;B;B;D;E;E;B;C;E;B;F;A;E;A;D;C;E;B;A;C;F;D;E;B;E;D;C;E;B;B;F;F;B;F;C;A;D;B;C;A;E;A;D;D;A;F;D;A,0
28,178,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,D;D;D;A;D;A;B;A;A;D;E;F;D;A;C;B;A;E;B;E;B;E;F;E;D;F;C;F;C;E;B;B;F;E;D;E;B;A;E;B;C;D;D;B;A;C;D;C;B;F;C;C;C;A;A;F;F;C;B;A;A;D;B;E;F;C;E;E;C;C;B;A;D;B;F;F;F;A;C;B;F;F;E;C;A;D;C;A;B;E;F;E;D;F;E;D,0
29,179,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,E;E;D;B;A;C;E;B;C;E;B;C;E;E;F;E;D;F;B;F;D;A;D;A;D;D;A;F;C;E;D;D;B;F;C;F;C;F;C;B;B;F;F;A;F;F;A;B;C;A;B;B;A;A;C;D;D;E;A;D;A;B;C;F;A;E;F;A;F;F;C;E;F;D;B;C;D;E;C;D;A;B;E;C;D;E;D;E;A;B;B;B;E;A;C;C,0
30,180,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,F;E;C;D;D;A;B;D;D;D;C;D;D;C;C;B;F;B;A;C;C;F;B;A;A;A;F;D;B;E;E;F;A;F;A;E;B;C;E;A;C;D;D;A;D;B;E;C;A;F;A;B;E;B;A;C;B;E;F;C;F;F;F;C;E;E;E;C;F;F;C;A;D;A;D;D;A;B;D;A;E;B;B;E;F;C;E;F;C;B;E;F;D;E;B;B,0
31,181,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,A;B;A;F;E;F;B;F;E;E;A;C;D;B;C;C;A;E;A;D;F;F;B;D;C;A;D;B;F;D;A;B;A;B;E;B;A;C;B;C;A;C;B;F;A;E;F;F;E;E;E;E;D;E;F;B;B;E;D;B;D;B;D;D;B;D;D;E;A;A;C;D;F;D;D;F;F;C;E;C;B;A;C;C;F;F;C;A;F;A;E;D;C;C;C;E,0
32,182,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,C;F;A;E;B;A;C;A;C;A;B;D;C;C;C;E;D;F;B;D;E;A;C;A;F;E;C;A;A;F;F;D;F;C;C;B;D;B;A;B;E;D;F;C;C;C;A;D;A;B;B;B;E;E;E;E;B;B;F;B;A;D;D;E;F;E;F;F;F;F;D;D;A;B;E;D;B;A;D;B;C;B;E;A;F;D;D;D;C;F;C;E;F;A;E;E,0
33,183,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,D;B;E;C;E;A;E;E;D;B;F;F;B;C;F;E;A;D;B;F;F;F;D;A;C;F;B;B;A;D;F;C;B;E;A;F;B;B;C;B;E;A;E;A;F;B;B;E;D;A;F;A;C;E;A;F;D;C;F;A;F;F;A;E;C;F;E;C;C;E;D;C;C;D;B;D;A;E;E;D;E;A;D;B;D;A;C;C;B;D;C;A;B;C;D;D,0
34,184,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,A;B;E;A;F;B;B;A;F;A;C;A;F;B;D;B;B;C;A;E;D;F;C;B;F;A;D;A;D;E;E;A;F;E;C;D;A;E;F;C;C;A;D;C;D;B;A;D;E;B;C;E;D;F;E;D;F;E;F;F;E;D;C;A;B;E;E;C;F;E;D;E;B;D;B;B;C;D;D;C;F;D;B;C;C;B;C;A;A;C;A;E;B;F;F;F,0
